query_id	target_id	target_type	relevance
522vis:low:0001	aihub_522_intersection_vis:train:54011_2021090814391276	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:54011_2021090909171269	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:63011_2021090814231319	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:63022_2021090907022847	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:63022_2021090907501900	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:82011_2021090815265064	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:92022_2021090814152076	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:92022_2021090814453900	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:92022_2021090907154832	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:92022_2021090907412664	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:92022_2021090909305924	clip	3
522vis:low:0001	aihub_522_intersection_vis:train:93022_2021090908032699	clip	3
522vis:low:0001	aihub_522_intersection_vis:val:103011_2021090814125857	clip	3
522vis:low:0001	aihub_522_intersection_vis:val:103011_2021090906383160	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:102011_2021090908474418	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:103011_2021090815345833	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:103011_2021090908003133	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:103011_2021090909393846	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:114011_2021090815370828	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:114022_2021090908361052	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:134011_2021090906362741	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:141022_2021090909291976	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:151011_2021090909105250	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:153011_2021090814004800	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:153011_2021090814424742	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:154011_2021090908044277	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:161011_2021090814024950	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:162011_2021090815441840	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:163011_2021090906552937	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:163011_2021090909002953	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:164011_2021090814433827	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:24011_2021090814292407	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:31011_2021090815195307	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:32022_2021090906432966	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:33022_2021090813585250	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:44011_2021090814174956	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:51011_2021090909251243	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:52011_2021090908351266	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:62022_2021090814430510	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:63022_2021090907262430	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:64011_2021090814292409	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:72011_2021090908013050	clip	3
522vis:low:0002	aihub_522_intersection_vis:val:21011_2021090814000563	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090909262016	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090907180834	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090815570633	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090814411993	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090814110161	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:91022_2021090815144978	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:81011_2021090907373334	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:101011_2021090907335944	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:101011_2021090909195508	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:103011_2021090907534200	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:113011_2021090908070405	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:12022_2021090815181280	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:134011_2021090814105921	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:14011_2021090814070834	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:142022_2021090815240700	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:151011_2021090908282244	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:151011_2021090909205293	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:153011_2021090814310736	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:153011_2021090906582243	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:154011_2021090815422301	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:163011_2021090906575940	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:23022_2021090814332908	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:24011_2021090814223500	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:31011_2021090908152891	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:32022_2021090907032937	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:32022_2021090909211161	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:54011_2021090814391276	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:54011_2021090909171269	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:63011_2021090814231319	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:63022_2021090907022847	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:63022_2021090907501900	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:82011_2021090815265064	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090814152076	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090814453900	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090907154832	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090907412664	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:92022_2021090909305924	clip	3
522vis:low:0002	aihub_522_intersection_vis:train:93022_2021090908032699	clip	3
522vis:low:0002	aihub_522_intersection_vis:val:103011_2021090814125857	clip	3
522vis:low:0002	aihub_522_intersection_vis:val:103011_2021090906383160	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:103011_2021090909393846	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:103011_2021110314365330	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110219381700	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110220013250	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110313552160	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110315084267	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110315184183	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110315452250	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110406513231	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110408081170	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110409213210	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110414381200	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:14022_2021110313534793	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:14022_2021110408434797	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:14022_2021110414170817	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:141022_2021090907432528	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:141022_2021090909291976	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021090815050077	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021090908182550	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110314203637	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110408385590	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110415525170	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110418365089	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:22022_2021110418421464	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:32022_2021090909331087	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:32022_2021110415481087	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:34022_2021090909091116	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110315061186	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110407165010	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110417401117	clip	3
522vis:low:0003	aihub_522_intersection_vis:val:42022_2021110409001150	clip	3
522vis:low:0003	aihub_522_intersection_vis:val:34022_2021110407265263	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:101011_2021090908284027	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:101011_2021090909195508	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:101011_2021110408592700	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:101011_2021110415151660	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:103011_2021110315142860	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:103011_2021110408275400	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021090815181280	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110220245266	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110315120194	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110315320223	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110318220687	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110319284692	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110406545251	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110408045160	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110409181276	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110414213250	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:12022_2021110419152689	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:14022_2021110319434930	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:14022_2021110408370687	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:141022_2021090909361294	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021090909333650	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110314443100	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110315492619	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:21022_2021110417352084	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:22022_2021110315512544	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:22022_2021110418453977	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:32022_2021090814031091	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:32022_2021110414241200	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:34022_2021090908532954	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:34022_2021110315391190	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:34022_2021110416201223	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110314001183	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110318165150	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110413511277	clip	3
522vis:low:0003	aihub_522_intersection_vis:train:42022_2021110415001190	clip	3
522vis:low:0003	aihub_522_intersection_vis:val:101011_2021110217250637	clip	3
522vis:low:0003	aihub_522_intersection_vis:val:34022_2021110407433194	clip	3
522vis:low:0003	aihub_522_intersection_vis:val:42022_2021110409211164	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:103011_2021090909393846	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:103011_2021110314365330	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110219381700	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110220013250	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110313552160	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110315084267	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110315184183	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110315452250	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110406513231	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110408081170	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110409213210	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110414381200	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:14022_2021110313534793	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:14022_2021110408434797	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:14022_2021110414170817	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:141022_2021090907432528	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:141022_2021090909291976	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021090815050077	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021090908182550	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110314203637	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110408385590	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110415525170	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110418365089	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:22022_2021110418421464	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:32022_2021090909331087	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:32022_2021110415481087	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:34022_2021090909091116	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110315061186	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110407165010	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110417401117	clip	3
522vis:low:0004	aihub_522_intersection_vis:val:42022_2021110409001150	clip	3
522vis:low:0004	aihub_522_intersection_vis:val:34022_2021110407265263	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:101011_2021090908284027	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:101011_2021090909195508	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:101011_2021110408592700	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:101011_2021110415151660	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:103011_2021110315142860	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:103011_2021110408275400	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021090815181280	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110220245266	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110315120194	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110315320223	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110318220687	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110319284692	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110406545251	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110408045160	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110409181276	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110414213250	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:12022_2021110419152689	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:14022_2021110319434930	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:14022_2021110408370687	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:141022_2021090909361294	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021090909333650	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110314443100	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110315492619	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:21022_2021110417352084	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:22022_2021110315512544	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:22022_2021110418453977	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:32022_2021090814031091	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:32022_2021110414241200	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:34022_2021090908532954	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:34022_2021110315391190	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:34022_2021110416201223	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110314001183	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110318165150	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110413511277	clip	3
522vis:low:0004	aihub_522_intersection_vis:train:42022_2021110415001190	clip	3
522vis:low:0004	aihub_522_intersection_vis:val:101011_2021110217250637	clip	3
522vis:low:0004	aihub_522_intersection_vis:val:34022_2021110407433194	clip	3
522vis:low:0004	aihub_522_intersection_vis:val:42022_2021110409211164	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:103011_2021090909393846	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:103011_2021110314365330	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110219381700	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110220013250	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110313552160	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110315084267	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110315184183	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110315452250	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110406513231	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110408081170	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110409213210	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110414381200	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:14022_2021110313534793	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:14022_2021110408434797	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:14022_2021110414170817	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:141022_2021090907432528	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:141022_2021090909291976	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021090815050077	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021090908182550	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110314203637	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110408385590	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110415525170	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110418365089	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:22022_2021110418421464	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:32022_2021090909331087	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:32022_2021110415481087	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:34022_2021090909091116	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110315061186	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110407165010	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110417401117	clip	3
522vis:low:0005	aihub_522_intersection_vis:val:42022_2021110409001150	clip	3
522vis:low:0005	aihub_522_intersection_vis:val:34022_2021110407265263	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:101011_2021090908284027	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:101011_2021090909195508	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:101011_2021110408592700	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:101011_2021110415151660	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:103011_2021110315142860	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:103011_2021110408275400	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021090815181280	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110220245266	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110315120194	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110315320223	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110318220687	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110319284692	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110406545251	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110408045160	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110409181276	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110414213250	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:12022_2021110419152689	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:14022_2021110319434930	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:14022_2021110408370687	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:141022_2021090909361294	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021090909333650	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110314443100	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110315492619	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:21022_2021110417352084	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:22022_2021110315512544	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:22022_2021110418453977	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:32022_2021090814031091	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:32022_2021110414241200	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:34022_2021090908532954	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:34022_2021110315391190	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:34022_2021110416201223	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110314001183	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110318165150	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110413511277	clip	3
522vis:low:0005	aihub_522_intersection_vis:train:42022_2021110415001190	clip	3
522vis:low:0005	aihub_522_intersection_vis:val:101011_2021110217250637	clip	3
522vis:low:0005	aihub_522_intersection_vis:val:34022_2021110407433194	clip	3
522vis:low:0005	aihub_522_intersection_vis:val:42022_2021110409211164	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:101011_2021090908044440	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:103011_2021090815345833	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:103011_2021110414470861	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:11022_2021110418410880	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:111011_2021110414463712	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:113022_2021110217265553	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:113022_2021110314253717	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:113022_2021110406344684	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:12011_2021110407413284	clip	3
522vis:low:0006	aihub_522_intersection_vis:train:12022_2021110220013250	clip	3
